slug	name	missing	official_url	authority
c-3334	HSK漢語水平考試	pass_rate|applicants	https://www.hskj.jp/	HSK日本実施委員会(中国教育部 中外語言交流合作中心)
c-3335	日商ビジネス英語検定1級	pass_rate|applicants	https://www.kentei.ne.jp/english	日本商工会議所・各地商工会議所
c-3336	日商ビジネス英語検定2級	pass_rate|applicants	https://www.kentei.ne.jp/english	日本商工会議所・各地商工会議所
c-3337	日商ビジネス英語検定3級	pass_rate|applicants	https://www.kentei.ne.jp/english	日本商工会議所・各地商工会議所
c-3338	全商英語検定1級	pass_rate	https://zensho.or.jp/examination/english/	公益財団法人 全国商業高等学校協会
c-3339	全商英語検定2級	pass_rate|applicants	https://zensho.or.jp/examination/english/	公益財団法人 全国商業高等学校協会
c-3401	秘書検定1級	applicants	https://jitsumu-ginou-kentei.jp/HS/guide	公益財団法人 実務技能検定協会
c-3404	CBS(国際秘書)検定	pass_rate|applicants	https://www.hishokyokai.or.jp/cbs/	一般社団法人 日本秘書協会
c-3405	医療秘書技能検定1級	pass_rate|applicants	https://www.medical-secretary.jp/	一般社団法人 医療秘書教育全国協議会
c-3406	医療秘書技能検定2級	pass_rate|applicants	https://www.medical-secretary.jp/	一般社団法人 医療秘書教育全国協議会
c-3407	医療秘書技能検定3級	pass_rate|applicants	https://www.medical-secretary.jp/	一般社団法人 医療秘書教育全国協議会
c-3501	速記技能検定	pass_rate|applicants	https://sokki.or.jp/kentei/ginou/	公益社団法人 日本速記協会
c-3503	毛筆書写技能検定1級	pass_rate|applicants	https://www.nihon-shosha.or.jp/brush.html	日本書写技能検定協会(文部科学省後援)
c-3504	毛筆書写技能検定2級	pass_rate|applicants	https://www.nihon-shosha.or.jp/brush.html	日本書写技能検定協会(文部科学省後援)
c-3505	毛筆書写技能検定3級	pass_rate|applicants	https://www.nihon-shosha.or.jp/brush.html	日本書写技能検定協会(文部科学省後援)
c-3506	毛筆書写技能検定4級	pass_rate|applicants	https://www.nihon-shosha.or.jp/brush.html	日本書写技能検定協会(文部科学省後援)
c-3507	硬筆書写技能検定1級	pass_rate|applicants	https://www.nihon-shosha.or.jp/pen.html	日本書写技能検定協会(文部科学省後援)
c-3508	硬筆書写技能検定2級	pass_rate|applicants	https://www.nihon-shosha.or.jp/pen.html	日本書写技能検定協会(文部科学省後援)
c-3509	硬筆書写技能検定3級	pass_rate|applicants	https://www.nihon-shosha.or.jp/pen.html	日本書写技能検定協会(文部科学省後援)
c-3510	硬筆書写技能検定4級	pass_rate|applicants	https://www.nihon-shosha.or.jp/pen.html	日本書写技能検定協会(文部科学省後援)
c-3511	日本漢字能力検定1級	applicants	https://www.kanken.or.jp/kanken/grades/overview/	公益財団法人 日本漢字能力検定協会
c-3513	ビジネス文書検定1級	applicants	https://jitsumu-ginou-kentei.jp/BB/	公益財団法人 実務技能検定協会
c-3514	ビジネス文書検定2級	applicants	https://jitsumu-ginou-kentei.jp/BB/	公益財団法人 実務技能検定協会
c-3515	ビジネス文書検定3級	applicants	https://jitsumu-ginou-kentei.jp/BB/	公益財団法人 実務技能検定協会
c-3521	ビジネス能力検定ジョブパス1級	pass_rate|applicants	https://bken.sgec.or.jp/	一般財団法人 職業教育・キャリア教育財団
c-3522	ビジネス能力検定ジョブパス2級	pass_rate|applicants	https://bken.sgec.or.jp/	一般財団法人 職業教育・キャリア教育財団
c-3523	ビジネス能力検定ジョブパス3級	pass_rate|applicants	https://bken.sgec.or.jp/	一般財団法人 職業教育・キャリア教育財団
c-3524	日本語検定1級	pass_rate|applicants	https://www.nihongokentei.jp/exam/	特定非営利活動法人 日本語検定委員会
c-3525	日本語検定準1級	pass_rate|applicants	https://www.nihongokentei.jp/exam/	特定非営利活動法人 日本語検定委員会
c-3526	日本語検定2級	pass_rate|applicants	https://www.nihongokentei.jp/exam/	特定非営利活動法人 日本語検定委員会
c-3527	日本語検定準2級	pass_rate|applicants	https://www.nihongokentei.jp/exam/	特定非営利活動法人 日本語検定委員会
c-3528	日本語検定3級	pass_rate|applicants	https://www.nihongokentei.jp/exam/	特定非営利活動法人 日本語検定委員会
c-3529	日本語検定準3級	pass_rate|applicants	https://www.nihongokentei.jp/exam/	特定非営利活動法人 日本語検定委員会
c-3530	日本語検定4級	pass_rate|applicants	https://www.nihongokentei.jp/exam/	特定非営利活動法人 日本語検定委員会
c-3531	日本語検定準4級	pass_rate|applicants	https://www.nihongokentei.jp/exam/	特定非営利活動法人 日本語検定委員会
c-3532	日本語検定5級	pass_rate|applicants	https://www.nihongokentei.jp/exam/	特定非営利活動法人 日本語検定委員会
c-3533	日本語検定準5級	pass_rate|applicants		
c-3534	日本語検定6級	pass_rate|applicants		
c-3535	日本語検定準6級	pass_rate|applicants		
c-3536	日本語検定7級	pass_rate|applicants		
c-3537	日本語検定準7級	pass_rate|applicants		
c-3601	珠算能力検定10段	pass_rate|applicants	https://www.shuzan.jp/kentei/dani/	日本珠算連盟
c-3602	珠算能力検定9段	pass_rate|applicants	https://www.shuzan.jp/kentei/dani/	日本珠算連盟
c-3603	珠算能力検定8段	pass_rate|applicants	https://www.shuzan.jp/kentei/dani/	日本珠算連盟
c-3604	珠算能力検定7段	pass_rate|applicants	https://www.shuzan.jp/kentei/dani/	日本珠算連盟
c-3605	珠算能力検定6段	pass_rate|applicants	https://www.shuzan.jp/kentei/dani/	日本珠算連盟
c-3606	珠算能力検定5段	pass_rate|applicants	https://www.shuzan.jp/kentei/dani/	日本珠算連盟
c-3607	珠算能力検定4段	pass_rate|applicants	https://www.shuzan.jp/kentei/dani/	日本珠算連盟
c-3608	珠算能力検定3段	pass_rate|applicants	https://www.shuzan.jp/kentei/dani/	日本珠算連盟
c-3609	珠算能力検定2段	pass_rate|applicants	https://www.shuzan.jp/kentei/dani/	日本珠算連盟
c-3610	珠算能力検定初段	pass_rate|applicants	https://www.shuzan.jp/kentei/dani/	日本珠算連盟
c-3611	珠算能力検定1級	pass_rate|applicants	https://www.kentei.ne.jp/soroban	日本商工会議所・各地商工会議所
c-3612	珠算能力検定2級	pass_rate|applicants	https://www.kentei.ne.jp/soroban	日本商工会議所・各地商工会議所
c-3613	珠算能力検定3級	pass_rate|applicants	https://www.kentei.ne.jp/soroban	日本商工会議所・各地商工会議所
c-3615	所得税法能力検定試験1級	pass_rate|applicants	https://zenkei.or.jp/exam/incometax	公益社団法人 全国経理教育協会
c-3616	所得税法能力検定試験2級	pass_rate|applicants	https://zenkei.or.jp/exam/incometax	公益社団法人 全国経理教育協会
c-3617	所得税法能力検定試験3級	pass_rate|applicants	https://zenkei.or.jp/exam/incometax	公益社団法人 全国経理教育協会
c-3619	法人税法能力検定試験1級	pass_rate|applicants	https://zenkei.or.jp/exam/corptax	公益社団法人 全国経理教育協会
c-3620	法人税法能力検定試験2級	pass_rate|applicants	https://zenkei.or.jp/exam/corptax	公益社団法人 全国経理教育協会
c-3621	法人税法能力検定試験3級	pass_rate|applicants	https://zenkei.or.jp/exam/corptax	公益社団法人 全国経理教育協会
c-3627	簿記能力検定(全経1級)	pass_rate|applicants	https://zenkei.or.jp/exam/bookkeeping	公益社団法人 全国経理教育協会
c-3628	簿記能力検定(全経2級)	pass_rate|applicants	https://zenkei.or.jp/exam/bookkeeping	公益社団法人 全国経理教育協会
c-3629	簿記能力検定(全経3級)	pass_rate|applicants	https://zenkei.or.jp/exam/bookkeeping	公益社団法人 全国経理教育協会
c-3630	簿記実務検定1級	pass_rate|applicants		
c-3631	簿記実務検定2級	pass_rate|applicants		
c-3632	簿記実務検定3級	pass_rate|applicants		
c-3634	消費税法能力検定試験1級	pass_rate|applicants	https://zenkei.or.jp/exam/consumption	公益社団法人 全国経理教育協会
c-3635	消費税法能力検定試験2級	pass_rate|applicants	https://zenkei.or.jp/exam/consumption	公益社団法人 全国経理教育協会
c-3636	消費税法能力検定試験3級	pass_rate|applicants	https://zenkei.or.jp/exam/consumption	公益社団法人 全国経理教育協会
c-3707	医療保険請求事務者(医科・歯科)	pass_rate|applicants		
c-3708	医療事務実務士1級	pass_rate|applicants		
c-3709	医療事務実務士2級	pass_rate|applicants		
c-3710	メディカルクラーク(医療事務技能審査)	pass_rate|applicants	https://www.jme.or.jp/	一般財団法人 日本医療教育財団
c-3712	診療報酬請求事務能力認定試験(医科・歯科)	pass_rate|applicants	https://www.iryojimu.or.jp/	公益財団法人 日本医療保険事務協会
c-3713	医療事務検定試験	pass_rate|applicants		
c-3714	診療情報管理士	pass_rate|applicants		
c-3715	医療事務資格	pass_rate|applicants		
c-3716	医事管理士	pass_rate|applicants		
c-3717	医療秘書士	pass_rate|applicants		
c-3718	医療管理秘書士	pass_rate|applicants		
c-3719	ドクターズクラーク(医師事務作業補助技能認定)	pass_rate|applicants		
c-3720	医事コンピュータ技能検定準1級	pass_rate|applicants	https://www.medical-secretary.jp/iji/	一般社団法人 医療秘書教育全国協議会
c-3721	医事コンピュータ技能検定2級	pass_rate|applicants	https://www.medical-secretary.jp/iji/	一般社団法人 医療秘書教育全国協議会
c-3722	医事コンピュータ技能検定3級	pass_rate|applicants	https://www.medical-secretary.jp/iji/	一般社団法人 医療秘書教育全国協議会
c-3723	ケアクラーク技能認定	pass_rate|applicants		
c-3724	介護事務管理士	pass_rate|applicants	https://www.ginou.co.jp/	技能認定振興協会(JSMA)
c-3725	介護保険事務管理士	pass_rate|applicants		
c-3726	調剤事務管理士	pass_rate|applicants	https://www.ginou.co.jp/	技能認定振興協会(JSMA)
c-3727	医療事務管理士(医科・歯科)	pass_rate|applicants	https://www.ginou.co.jp/	技能認定振興協会(JSMA)
c-3728	1級金融窓口サービス技能士	applicants	https://www.kinzai.or.jp/ginou/teller/1kyu/index.html	一般社団法人 金融財政事情研究会(きんざい)
c-3729	2級金融窓口サービス技能士	pass_rate|applicants	https://www.kinzai.or.jp/ginou/teller/index.html	一般社団法人 金融財政事情研究会(きんざい)
c-3730	3級金融窓口サービス技能士	applicants	https://www.kinzai.or.jp/ginou/teller/3kyu/index.html	一般社団法人 金融財政事情研究会(きんざい)
c-3801	日本語ワープロ検定1級	pass_rate|applicants		
c-3802	日本語ワープロ検定2級	pass_rate|applicants		
c-3803	日本語ワープロ検定3級	pass_rate|applicants		
c-3804	日本語ワープロ検定4級	pass_rate|applicants		
c-3812	ICTプロフィシエンシー検定(P検)1級	pass_rate|applicants	https://www.pken.com/	ICTプロフィシエンシー検定協会/ベネッセコーポレーション
c-3813	ICTプロフィシエンシー検定(P検)2級	pass_rate|applicants	https://www.pken.com/	ICTプロフィシエンシー検定協会/ベネッセコーポレーション
c-3814	ICTプロフィシエンシー検定(P検)3級	pass_rate|applicants	https://www.pken.com/	ICTプロフィシエンシー検定協会/ベネッセコーポレーション
c-3815	MOS Excelエキスパート	pass_rate|applicants	https://mos.odyssey-com.co.jp/outline/mos365.html	株式会社オデッセイコミュニケーションズ(Microsoft公式認定資格)
c-3816	MOS Excelスペシャリスト	pass_rate|applicants	https://mos.odyssey-com.co.jp/outline/mos365.html	株式会社オデッセイコミュニケーションズ(Microsoft公式認定資格)
c-3817	MOS Wordエキスパート	pass_rate|applicants	https://mos.odyssey-com.co.jp/outline/mos365.html	株式会社オデッセイコミュニケーションズ(Microsoft公式認定資格)
c-3818	MOS Wordスペシャリスト	pass_rate|applicants	https://mos.odyssey-com.co.jp/outline/mos365.html	株式会社オデッセイコミュニケーションズ(Microsoft公式認定資格)
c-3819	マイクロソフト認定トレーナー(MCT)	pass_rate|applicants	https://learn.microsoft.com/ja-jp/credentials/certifications/mct-certification	日本マイクロソフト株式会社
c-3820	電卓技能検定試験十段	pass_rate|applicants	https://www.dentaku.or.jp/	一般財団法人 日本電卓技能検定協会
c-3821	電卓技能検定試験九段	pass_rate|applicants	https://www.dentaku.or.jp/	一般財団法人 日本電卓技能検定協会
c-3822	電卓技能検定試験八段	pass_rate|applicants	https://www.dentaku.or.jp/	一般財団法人 日本電卓技能検定協会
c-3823	電卓技能検定試験七段	pass_rate|applicants	https://www.dentaku.or.jp/	一般財団法人 日本電卓技能検定協会
c-3824	電卓技能検定試験六段	pass_rate|applicants	https://www.dentaku.or.jp/	一般財団法人 日本電卓技能検定協会
c-3825	電卓技能検定試験五段	pass_rate|applicants	https://www.dentaku.or.jp/	一般財団法人 日本電卓技能検定協会
c-3826	電卓技能検定試験四段	pass_rate|applicants	https://www.dentaku.or.jp/	一般財団法人 日本電卓技能検定協会
c-3827	電卓技能検定試験三段	pass_rate|applicants	https://www.dentaku.or.jp/	一般財団法人 日本電卓技能検定協会
c-3828	電卓技能検定試験二段	pass_rate|applicants	https://www.dentaku.or.jp/	一般財団法人 日本電卓技能検定協会
c-3829	電卓技能検定試験初段	pass_rate|applicants	https://www.dentaku.or.jp/	一般財団法人 日本電卓技能検定協会
c-3830	電卓技能検定試験1級	pass_rate|applicants	https://www.dentaku.or.jp/	一般財団法人 日本電卓技能検定協会
c-3831	電卓技能検定試験2級	pass_rate|applicants	https://www.dentaku.or.jp/	一般財団法人 日本電卓技能検定協会
c-3832	電卓技能検定試験3級	pass_rate|applicants	https://www.dentaku.or.jp/	一般財団法人 日本電卓技能検定協会
c-3836	パソコン[ワープロ・表計算]可	pass_rate|applicants		
c-3837	パソコン[ワープロ]可	pass_rate|applicants		
c-3838	MOS PowerPoint	pass_rate|applicants	https://mos.odyssey-com.co.jp/outline/mos365.html	株式会社オデッセイコミュニケーションズ(Microsoft公式認定資格)
c-3839	MOS Access	pass_rate|applicants	https://mos.odyssey-com.co.jp/outline/mos365.html	株式会社オデッセイコミュニケーションズ(Microsoft公式認定資格)
c-3840	MOS Outlook	pass_rate|applicants	https://mos.odyssey-com.co.jp/outline/mos365.html	株式会社オデッセイコミュニケーションズ(Microsoft公式認定資格)
c-3847	PowerPointプレゼン技能認定試験	pass_rate|applicants		
c-3848	Accessビジネスデータベース技能認定試験	pass_rate|applicants	https://www.sikaku.gr.jp/ns/ad/	株式会社サーティファイ
c-3849	Excel表計算処理技能認定試験1級	pass_rate|applicants		
c-3850	Excel表計算処理技能認定試験2級	pass_rate|applicants		
c-3851	Excel表計算処理技能認定試験3級	pass_rate|applicants		
c-3852	Word文書処理技能認定試験1級	pass_rate|applicants		
c-3853	Word文書処理技能認定試験2級	pass_rate|applicants		
c-3854	Word文書処理技能認定試験3級	pass_rate|applicants		
c-3855	情報処理技能検定試験(表計算)初段~1級	pass_rate|applicants	https://www.goukaku.ne.jp/test_jyoho.html	日本情報処理検定協会(日検)
c-3856	情報処理技能検定試験(表計算)準1~2級	pass_rate|applicants	https://www.goukaku.ne.jp/test_jyoho.html	日本情報処理検定協会(日検)
c-3857	情報処理技能検定試験(表計算)準2~3級	pass_rate|applicants	https://www.goukaku.ne.jp/test_jyoho.html	日本情報処理検定協会(日検)
c-3858	情報処理技能検定試験(表計算)4級	pass_rate|applicants	https://www.goukaku.ne.jp/test_jyoho.html	日本情報処理検定協会(日検)
c-3859	情報処理技能検定試験(データベース)1級	pass_rate|applicants	https://www.goukaku.ne.jp/test_db.html	日本情報処理検定協会(日検)
c-3860	情報処理技能検定試験(データベース)2級	pass_rate|applicants	https://www.goukaku.ne.jp/test_db.html	日本情報処理検定協会(日検)
c-3861	情報処理技能検定試験(データベース)3級	pass_rate|applicants	https://www.goukaku.ne.jp/test_db.html	日本情報処理検定協会(日検)
c-3862	情報処理技能検定試験(データベース)4級	pass_rate|applicants	https://www.goukaku.ne.jp/test_db.html	日本情報処理検定協会(日検)
c-3863	ディジタル技術検定1級	pass_rate|applicants	https://digital-kentei.com/	一般社団法人 国際文化カレッジ(文部科学省後援)
c-3864	ディジタル技術検定2級	pass_rate|applicants	https://digital-kentei.com/	一般社団法人 国際文化カレッジ(文部科学省後援)
c-3865	ディジタル技術検定3級	pass_rate|applicants	https://digital-kentei.com/	一般社団法人 国際文化カレッジ(文部科学省後援)
c-3866	ディジタル技術検定4級	pass_rate|applicants	https://digital-kentei.com/	一般社団法人 国際文化カレッジ(文部科学省後援)
c-3873	情報処理検定1級	pass_rate|applicants		
c-3874	情報処理検定2級	pass_rate|applicants		
c-3875	情報処理検定3級	pass_rate|applicants		
c-3882	検索技術者検定1級	pass_rate|applicants		
c-3883	検索技術者検定2級	pass_rate|applicants		
c-3884	検索技術者検定3級	pass_rate|applicants		
c-3901	CS試験(ワープロ部門)1級	pass_rate|applicants		
c-3902	CS試験(ワープロ部門)2級	pass_rate|applicants		
c-3903	CS試験(ワープロ部門)3級	pass_rate|applicants		
c-3904	CS試験(表計算部門)1級	pass_rate|applicants		
c-3905	CS試験(表計算部門)2級	pass_rate|applicants		
c-3906	CS試験(表計算部門)3級	pass_rate|applicants		
c-3922	CS試験(情報セキュリティ部門)	pass_rate|applicants		
c-4001	ビジキャリ(人事・人材開発・労務管理)	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/business/	中央職業能力開発協会(JAVADA)
c-4002	ビジネス・キャリア検定(経理・財務管理)	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/business/	中央職業能力開発協会(JAVADA)
c-4003	ビジキャリ(営業・マーケティング)	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/business/	中央職業能力開発協会(JAVADA)
c-4004	ビジネス・キャリア検定(生産管理)	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/business/	中央職業能力開発協会(JAVADA)
c-4005	ビジネス・キャリア検定(企業法務・総務)	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/business/	中央職業能力開発協会(JAVADA)
c-4007	ビジネス・キャリア検定(ロジスティクス)	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/business/	中央職業能力開発協会(JAVADA)
c-4011	ビジキャリ(経営情報システム)	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/business/	中央職業能力開発協会(JAVADA)
c-4012	ビジネス・キャリア検定(経営戦略)	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/business/	中央職業能力開発協会(JAVADA)
c-4105	高圧ガス販売主任者(第2種)	applicants	https://www.khk.or.jp/qualification/national_qualification/examination/examination_about.html	高圧ガス保安協会(KHK)
c-4106	印刷営業士	pass_rate|applicants		
c-4107	管理印刷営業士	pass_rate|applicants		
c-4108	貿易実務検定	pass_rate|applicants	https://www.boujitsu.com/	日本貿易実務検定協会
c-4109	中古自動車査定士	pass_rate|applicants		
c-4110	衣料管理士1~2級	pass_rate|applicants		
c-4111	1級商品装飾展示技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-4112	2級商品装飾展示技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-4113	3級商品装飾展示技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-4116	家電製品アドバイザー	pass_rate|applicants	https://www.aeha.or.jp/	一般財団法人 家電製品協会
c-4117	DIYアドバイザー	pass_rate	https://www.diy.or.jp/	一般社団法人 日本DIY・ホームセンター協会
c-4204	外務員登録資格(商品先物取引)	pass_rate|applicants	https://www.nisshokyo.or.jp/	日本商品先物取引協会(日商協)
c-4206	生命保険業界共通教育制度一般課程試験	pass_rate|applicants		
c-4301	理容師	applicants	https://www.rbc.or.jp/exam/	公益財団法人 理容師美容師試験研修センター
c-4302	管理理容師	pass_rate|applicants	https://www.rbc.or.jp/workshop/	公益財団法人 理容師美容師試験研修センター(指定講習機関・厚生労働省所管)
c-4304	管理美容師	pass_rate|applicants	https://www.rbc.or.jp/workshop/	公益財団法人 理容師美容師試験研修センター(指定講習機関・厚生労働省所管)
c-4309	1級舞台機構調整技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-4310	2級舞台機構調整技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-4311	3級舞台機構調整技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-4312	きものコンサルタント	pass_rate|applicants		
c-4313	認定エステティシャン	pass_rate|applicants		
c-4314	総合旅程管理主任者	pass_rate|applicants		
c-4315	国内旅程管理主任者	applicants	https://www.tcsa.or.jp/management/	観光庁長官登録研修機関(例:一般社団法人 日本添乗サービス協会(TCSA))
c-4316	トリマー	pass_rate|applicants		
c-4317	ネイリスト技能検定試験1級	applicants	https://www.nail-kentei.or.jp/	公益財団法人 日本ネイリスト検定試験センター(JNEC)
c-4318	ネイリスト技能検定試験2級	applicants	https://www.nail-kentei.or.jp/	公益財団法人 日本ネイリスト検定試験センター(JNEC)
c-4319	ネイリスト技能検定試験3級	applicants	https://www.nail-kentei.or.jp/	公益財団法人 日本ネイリスト検定試験センター(JNEC)
c-4320	アロマテラピー検定1級	applicants	https://www.aromakankyo.or.jp/licences/aroma/	公益社団法人 日本アロマ環境協会(AEAJ)
c-4321	アロマテラピー検定2級	applicants	https://www.aromakankyo.or.jp/licences/aroma/	公益社団法人 日本アロマ環境協会(AEAJ)
c-4322	旧ブライダルコーディネーター検定	pass_rate|applicants		
c-4323	ブライダルプランナー検定1級	pass_rate|applicants		
c-4324	ブライダルプランナー検定2級	pass_rate|applicants		
c-4325	葬祭ディレクター1級	pass_rate|applicants		
c-4326	葬祭ディレクター2級	pass_rate|applicants		
c-4327	フードコーディネーター	pass_rate|applicants		
c-4328	1級レストランサービス技能士	pass_rate|applicants	https://hrs.or.jp/restaurant/certificate/index.html	一般社団法人 日本ホテル・レストランサービス技能協会(HRS)
c-4329	2級レストランサービス技能士	pass_rate|applicants	https://hrs.or.jp/restaurant/certificate/index.html	一般社団法人 日本ホテル・レストランサービス技能協会(HRS)
c-4330	3級レストランサービス技能士	pass_rate|applicants	https://hrs.or.jp/restaurant/certificate/index.html	一般社団法人 日本ホテル・レストランサービス技能協会(HRS)
c-4331	1級ピアノ調律技能士	pass_rate|applicants	https://www.jpta.org/kentei/guideline.shtml	一般社団法人 日本ピアノ調律師協会(JPTA)
c-4332	2級ピアノ調律技能士	pass_rate|applicants	https://www.jpta.org/kentei/guideline.shtml	一般社団法人 日本ピアノ調律師協会(JPTA)
c-4333	3級ピアノ調律技能士	pass_rate|applicants	https://www.jpta.org/kentei/guideline.shtml	一般社団法人 日本ピアノ調律師協会(JPTA)
c-4334	1級着付け技能士	pass_rate|applicants	https://www.kitsuke.or.jp/	一般社団法人 全日本着付け技能センター
c-4335	2級着付け技能士	pass_rate|applicants	https://www.kitsuke.or.jp/	一般社団法人 全日本着付け技能センター
c-4336	1級ブライダルコーディネート技能士	pass_rate|applicants	https://www.bia.or.jp/kentei2019-3/	公益社団法人 日本ブライダル文化振興協会(BIA)/国家検定
c-4337	2級ブライダルコーディネート技能士	pass_rate|applicants	https://www.bia.or.jp/kentei2019-3/	公益社団法人 日本ブライダル文化振興協会(BIA)/国家検定
c-4338	3級ブライダルコーディネート技能士	pass_rate|applicants		
c-4402	専門調理師・調理技能士	pass_rate|applicants	https://chouri-ggc.or.jp/cgghshiken/about/	公益社団法人 調理技術技能センター(厚生労働大臣指定試験機関)
c-4403	ふぐ調理師	pass_rate|applicants	https://www.hokeniryo.metro.tokyo.lg.jp/anzen/shikaku/csh_menkyo/hugu/index.html	各都道府県(名称・制度が都道府県で異なる)
c-4404	鮮魚士(1級)	pass_rate|applicants		
c-4405	鮮魚士(2級)	pass_rate|applicants		
c-4406	鮮魚士(3級)	pass_rate|applicants		
c-4410	一級惣菜管理士	pass_rate|applicants		
c-4411	二級惣菜管理士	pass_rate|applicants		
c-4412	三級惣菜管理士	pass_rate|applicants		
c-4414	野菜ソムリエ	pass_rate|applicants	https://www.vege-fru.com/	一般社団法人 日本野菜ソムリエ協会
c-4501	甲種消防設備士	pass_rate|applicants	https://www.shoubo-shiken.or.jp/shoubou/	一般財団法人 消防試験研究センター
c-4502	乙種消防設備士	pass_rate|applicants	https://www.shoubo-shiken.or.jp/shoubou/	一般財団法人 消防試験研究センター
c-4503	第1種消防設備点検資格者	pass_rate|applicants	https://www.fesc.or.jp/jukou/setsubi/	一般財団法人 日本消防設備安全センター(消防庁長官登録講習機関)
c-4504	第2種消防設備点検資格者	pass_rate|applicants	https://www.fesc.or.jp/jukou/setsubi/	一般財団法人 日本消防設備安全センター(消防庁長官登録講習機関)
c-4505	警備員検定試験(1級)	pass_rate|applicants	https://www.csst.jp/	都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査)
c-4506	警備員検定試験(2級)	pass_rate|applicants	https://www.csst.jp/	都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査)
c-4507	1級ビル設備管理技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-4508	2級ビル設備管理技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-4509	防火管理者(甲種・乙種)	pass_rate|applicants	https://www.bouka-bousai.jp/hp/lec_info/guide_bouka.html	一般財団法人 日本防火・防災協会(消防本部・都道府県等も実施)
c-4510	施設警備業務検定1級	pass_rate|applicants	https://www.csst.jp/	都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査)
c-4511	施設警備業務検定2級	pass_rate|applicants	https://www.csst.jp/	都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査)
c-4512	空港保安警備業務検定1級	pass_rate|applicants	https://www.csst.jp/	都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査)
c-4513	空港保安警備業務検定2級	pass_rate|applicants	https://www.csst.jp/	都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査)
c-4514	雑踏警備業務検定1級	pass_rate|applicants	https://www.csst.jp/	都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査)
c-4515	雑踏警備業務検定2級	pass_rate|applicants	https://www.csst.jp/	都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査)
c-4516	交通誘導警備業務検定1級	pass_rate|applicants	https://www.csst.jp/	都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査)
c-4517	交通誘導警備業務検定2級	pass_rate|applicants	https://www.csst.jp/	都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査)
c-4518	核燃料物質等危険物運搬警備業務検定1級	pass_rate|applicants	https://www.csst.jp/	都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査)
c-4519	核燃料物質等危険物運搬警備業務検定2級	pass_rate|applicants	https://www.csst.jp/	都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査)
c-4520	貴重品運搬警備業務検定1級	pass_rate|applicants	https://www.csst.jp/	都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査)
c-4521	貴重品運搬警備業務検定2級	pass_rate|applicants	https://www.csst.jp/	都道府県公安委員会(直接検定、または登録講習機関の特別講習＋修了考査)
c-4601	1級造園技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-4602	2級造園技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-4603	3級造園技能士	pass_rate|applicants	https://www.javada.or.jp/jigyou/gino/giken.html	中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会
c-4701	動力車操縦者(鉄道)運転免許	pass_rate|applicants	https://www.mlit.go.jp/report/press/tetsudo08_hh_000109.html	国土交通省(各地方運輸局が施行)
