occ_id,name,major_category,cert_count,source
o-0403,工業包装,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0404,左官,建築・設備,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0405,帆布製品製造,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0412,建具職人,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0416,建築板金工,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0434,建設業の経理事務,建築・設備,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0438,建設機械施工管理技士,建築・設備,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0456,放射線取扱作業員,安全・環境・危険物,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0467,施設警備,安全・環境・危険物,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0468,施設警備員,安全・環境・危険物,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0469,旅客運送,運輸・運転・航空,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0471,旅行会社,語学・コミュニケーション,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0483,林業技術者,農林水産・動物,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0485,染色工,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0490,核燃料物質等危険物運搬警備員,安全・環境・危険物,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0494,検査スタッフ,安全・環境・危険物,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0504,機械木工,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0506,機械製図・CADオペレーター,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0516,水産練り製品製造,食品・調理・栄養,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0534,消防設備士,安全・環境・危険物,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0537,測量会社,土木・測量・建設,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0545,火薬類取扱保安責任者,安全・環境・危険物,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0547,無線技術者,電気・通信,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0549,熱絶縁施工,建築・設備,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0568,生活相談員,福祉・介護・心理,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0571,産業カウンセラー,福祉・介護・心理,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0574,産業車両整備士,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0577,畳職人,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0591,着付け師,美容・サービス・スポーツ,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0594,石材施工,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0614,空港・航空会社の通信担当,電気・通信,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0615,空港保安警備員,安全・環境・危険物,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0620,管工事施工管理,建築・設備,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0625,築炉工,建築・設備,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0627,粉末冶金,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0629,紙器・段ボール箱製造,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0638,経理,会計・金融・経営,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0639,経理・会計事務,会計・金融・経営,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0646,総務・庶務,語学・コミュニケーション,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0649,編集・制作スタッフ,IT・情報処理,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0651,縫製工,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0652,縫製機械整備,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0653,美容・健康関連スタッフ,美容・サービス・スポーツ,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0657,義肢・装具製作,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0659,職業教育インストラクター,教育・保育・学術,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0665,自動ドア施工・保守,建築・設備,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0676,航空通信士,電気・通信,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0685,菓子製造,食品・調理・栄養,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0693,衛生管理者,医療・看護・薬,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0694,表具師,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0698,製本,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0700,製版・プリプレス,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0706,製造管理責任者,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0726,設計補助,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0735,調理師,食品・調理・栄養,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0736,警備員,安全・環境・危険物,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0738,財務,会計・金融・経営,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0739,財務担当,会計・金融・経営,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0743,貴重品運搬警備員,安全・環境・危険物,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0744,貴金属装身具製作,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0751,資産運用相談,会計・金融・経営,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0759,農業機械整備士,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0779,造園施工管理,土木・測量・建設,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0785,運航管理補助,電気・通信,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0786,運行管理者,運輸・運転・航空,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0792,配送・ルートドライバー,運輸・運転・航空,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0796,酒造技能者,食品・調理・栄養,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0800,金属ばね製造,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0803,金属材料試験,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0804,金属溶解工,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0816,鉄工,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0817,鉄筋工,建築・設備,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0819,鉄道車両の製造・整備,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0822,銀行・信用金庫の窓口業務,商業・販売・事務,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0824,鍛造工,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0827,防水工,建築・設備,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0829,防災設備会社,安全・環境・危険物,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0831,陶磁器製造,機械・電気・ものづくり,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0833,雑踏警備,安全・環境・危険物,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0834,雑踏警備員,安全・環境・危険物,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0846,電気工事士,電気・通信,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0850,電気設備工事,電気・通信,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0859,非破壊検査技術者,安全・環境・危険物,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0867,食肉加工,食品・調理・栄養,2,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0001,2級電気工事施工管理技士,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0003,ALCパネル施工,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0005,CFO,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0007,CIO補佐,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0009,DBA,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0011,DX推進,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0012,DX推進担当,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0016,ITガバナンス・リスク管理,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0018,ITコンサルタント補助,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0019,ITコーディネータ,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0021,ITサービス運用管理,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0022,ITストラテジスト,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0024,ITプロジェクトマネージャ,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0025,IT企画,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0026,IoT・制御系開発,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0027,Javaプログラマ,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0029,LPガス・高圧ガス販売店の保安業務,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0030,Linuxサーバエンジニア,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0031,PMO,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0033,SIerのプロジェクト管理,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0034,SOC/CSIRT,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0035,UIデザイン,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0038,Web制作,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0040,あん摩マッサージ指圧師,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0041,きゅう師,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0044,はり師,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0045,ふぐ調理,食品・調理・栄養,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0048,アクチュアリー,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0053,インテリアコーディネーター,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0054,インテリア設計,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0055,インバウンド対応,語学・コミュニケーション,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0057,インフラSE,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0060,エグゼクティブアシスタント,語学・コミュニケーション,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0061,エネルギー管理士,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0064,オフィス系業種の労働衛生管理,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0065,オートバイ整備士,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0069,キッチン・住宅設備の提案・プランニング,福祉・介護・心理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0071,クラーク,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0072,クリーニング所のクリーニング師,美容・サービス・スポーツ,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0074,クレーン運転士,設備・プラント・機械運転,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0076,ケアマネジャー,福祉・介護・心理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0080,コンサルティング,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0081,コンプライアンス,法律・法務・知財,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0082,コーダー,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0086,サービスデスク管理,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0088,システムアーキテクト,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0090,システム監査人,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0091,システム設計,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0092,システム運用,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0093,システム運用・サーバ管理,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0094,システム開発,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0095,セキュリティコンサルタント,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0098,タクシー・ハイヤー運転手,運輸・運転・航空,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0099,タンクローリー運転,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0102,ダム管理主任技術者,土木・測量・建設,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0103,ダンプ・タンクローリー,運輸・運転・航空,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0104,ツアーコンダクター,美容・サービス・スポーツ,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0105,ツアープランナー,美容・サービス・スポーツ,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0106,ツアー企画,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0109,デザイン・アパレル・インテリア・広告・販売の配色実務,デザイン・美術・文化,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0111,データベース管理,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0114,データ分析,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0115,データ基盤エンジニア,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0116,データ管理,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0118,トラック運転手,運輸・運転・航空,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0119,トレーラー運転手,運輸・運転・航空,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0125,ネットワーク保守,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0126,ネットワーク配線,電気・通信,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0127,ハウスクリーニング作業員,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0128,ハローワーク,福祉・介護・心理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0129,バイオ技術者,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0130,バイク便ライダー,運輸・運転・航空,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0131,バイク販売店の整備スタッフ,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0133,バス運転手,運輸・運転・航空,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0134,バルコニー施工,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0137,パティシエ,食品・調理・栄養,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0140,ビルクリーニング作業員,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0142,ビルメンテナンス・防災設備会社,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0143,ビル・工場の電気設備の保安監督,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0144,ビル管理技術者,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0147,ファイナンシャルプランナー,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0148,ファイナンシャルプランニング,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0149,ファッション・インテリア・広告,デザイン・美術・文化,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0150,ファンドマネージャ,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0153,フロントエンド,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0155,ブライダル,美容・サービス・スポーツ,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0161,プレゼン資料作成,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0163,プロジェクトリーダー,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0164,ヘアメイク,美容・サービス・スポーツ,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0165,ベビーシッター,福祉・介護・心理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0166,ホームセンターの販売・アドバイザー,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0167,ボイラーの運転・管理,設備・プラント・機械運転,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0169,ボイラー整備士,設備・プラント・機械運転,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0172,マリンレジャー,運輸・運転・航空,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0173,マンション改修・リフォームの提案・管理,不動産,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0174,マンション管理コンサルタント,不動産,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0175,マンション管理会社のフロント業務,不動産,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0176,マンション管理士,不動産,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0177,マーチャンダイジング,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0178,メール・スケジュール管理,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0179,ライセンス交渉,法律・法務・知財,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0181,リフォーム会社・マンション管理,不動産,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0183,レクリエーション指導員,美容・サービス・スポーツ,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0185,レストラン・ホテルの飲料サービス,食品・調理・栄養,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0186,レセプト(診療報酬請求)業務,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0188,レセプト点検,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0189,ロジスティクス(物流・在庫管理)の実務担当,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0191,ワインの仕入れ・販売,食品・調理・栄養,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0192,一級建築士,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0194,一般廃棄物処理施設の技術管理者,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0195,一般計量士,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0196,上下水道技術者,土木・測量・建設,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0197,上流工程SE,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0198,下水道の施工管理・維持管理技術者,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0199,下水道の管路施設の維持管理・施工管理技術者,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0200,下水道の維持管理技術者,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0201,下水道の計画設計・施工管理技術者,安全・環境・危険物,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0202,不動産仲介営業,不動産,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0203,不動産投資・開発の評価,不動産,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0205,不動産表示に関する申請代理,不動産,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0206,不動産鑑定士,不動産,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0207,中国語を使う貿易事務・営業・観光対応,語学・コミュニケーション,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0208,中国語通訳・翻訳,語学・コミュニケーション,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0210,中型トラック運転手,運輸・運転・航空,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0211,中学校教諭,教育・保育・学術,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0212,中小企業診断士,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0214,事務職での国語力の証明,語学・コミュニケーション,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0215,事務職のITリテラシー活用,IT・情報処理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0217,二級建築士,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0218,二輪を使う外勤業務,運輸・運転・航空,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0219,二輪整備工場スタッフ,機械・電気・ものづくり,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0222,人事・人材開発・労務管理の実務担当,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0223,人事・労務,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0224,人事・総務,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0225,人事・総務の安全衛生担当,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0226,人材紹介,福祉・介護・心理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0227,介護事務,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0228,介護報酬請求,商業・販売・事務,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0229,介護福祉士,福祉・介護・心理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0230,介護職,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0232,企業の人事・キャリア支援,福祉・介護・心理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0234,企業の労働衛生管理,医療・看護・薬,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0235,企業の消費者対応,福祉・介護・心理,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0236,企業の知的財産業務の基礎,法律・法務・知財,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0237,企業の知的財産部,法律・法務・知財,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0238,企業の知的財産部門,法律・法務・知財,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0239,企業の知的財産部門の管理職,法律・法務・知財,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0240,企業の税務・会計,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0242,企業の経理・財務,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0243,企業内診断士,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0244,企業法務の実務,法律・法務・知財,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0245,企業法務・総務の実務担当,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0246,会計コンサルティング,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0249,会計補助,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0250,会議記録スタッフ,語学・コミュニケーション,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0251,住宅メーカー・家具/インテリアショップ・リフォーム,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0252,住宅ローン相談,会計・金融・経営,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
o-0253,住宅・小規模建築の設計・工事監理,建築・設備,1,厚労省 職業情報提供サイト（jobtag）を出所とする careers の正規化
